provider-name,street,city,state,country,number,website link,in this location
HACKENSACK MEDICAL CENTER - Pediatric , 20 PROSPECT AVE STE 912, HACKENSACK New,Jersey, United States     ,(551) 996-8697,,
"KANEVSKY, ZHANNA ", 1763 East 12th Street, Brooklyn New,York, United States     ,,,
"Summit Health Management, LLC ", 2 BRIGHTON RD, CLIFTON NEW,JERSEY, United States     ,(908) 277-8668,https://smgnj.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Montefiore Medical Center , 3514 BAINBRIDGE AVE, Bronx New,York, United States     ,(718) 920-8194,https://MONTEFIORE.COM,Vbeam ®  Perfecta
"Advanced Dermatology, P.C.  Center for Laser & Cosmetic Surgery ", 5847 188TH ST, Fresh Meadows New,York, United States     ,(516) 442-0133,http://www.advanceddermatologypc.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Summit Health Management, LLC ", 1 SEYMOUR ST FL 6, Montclair New,Jersey, United States     ,(908) 277-8668,https://smgnj.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Schweiger Dermatology Group , 30 W CENTURY RD, Paramus New,Jersey, United States     ,(973) 571-2121,http://www.thedermatologygroup.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"LEDERMAN, JOSIANE S. ", 116 Lamberts Lane, Staten Island New,York, United States     ,(718) 370-0422,,
Patricia McCormack MD , 1550 RICHMOND AVE STE 207, STATEN ISLAND New,York, United States     ,(718) 698-1616,http://patriciamccormackmd.com,"VelaShape ® , Vbeam ®  Perfecta"
Schweiger Dermatology Group , 60 POMPTON AVE, Verona New,Jersey, United States     ,(973) 571-2121,http://www.thedermatologygroup.com,"Gentle Pro ™  Series, CO2RE ® , Vbeam ®  Perfecta"
Baxt CosMedical , 351 EVELYN ST, PARAMUS New,Jersey, United States     ,(201) 265-1300,http://www.cosmedical.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Schweiger Dermatology Group , 347 MOUNT PLEASANT AVE, West Orange New,Jersey, United States     ,(973) 740-0101,https://www.therdermatologygroup.com,Vbeam ®  Perfecta
St John's Episcopal Hospital , 431 BEACH 129TH ST, ROCKAWAY PARK New,York, United States     ,7188697417,https://ehs.org,Vbeam ®  Perfecta
Westside Aesthetics , 700 PARAMUS PARK, PARAMUS NEW,JERSEY, United States     ,(310) 443-5273,https://westsidemedicalspa.com/,Vbeam ®  Perfecta
Soma Skin and Laser LLC , 90 MILLBURN AVE STE 206, Millburn New,Jersey, United States     ,(973) 763-7546,http://www.somalaser.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"WESSON DERMATOLOGY, P.C. ", 1010 NORTHERN BLVD STE 120, GREAT NECK New,York, United States     ,(516) 829-0050,https://wessondermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"IMA Healthcare- Internal Medicine Associates, LTD ", 4450 31ST AVE S STE 102, FARGO NORTH,DAKOTA, United States     ,(701) 280-2033,https://imahealthcare.com,"Vbeam ®  Perfecta, CO2RE ® , Gentle Pro ™  Series, PicoWay ®"
Sanford Bemidji Medical Center , 4656 40TH AVE S STE 130, FARGO NORTH,DAKOTA, United States     ,(701) 323-5400,https://sanfordhealth.org,Vbeam ®  Perfecta
Sanford Dermatology and Laser Clinic , 4656 40TH AVE S STE 130, FARGO North,Dakota, United States     ,(701) 234-8860,http://www.sanfordhealth.org,Vbeam ®  Perfecta
OHSU Department of Dermatology , 3303 S BOND AVE, PORTLAND,Oregon, United States     ,(503) 418-3376,http://www.ohsu.edu/xd/health/services/dermatology/about-us/glance.cfm,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
OHSU Department of Dermatology , 808 SW CAMPUS DR, Portland,Oregon, United States     ,(503) 418-3376,http://www.ohsu.edu/xd/health/services/dermatology/about-us/glance.cfm,Vbeam ®  Perfecta
OHSU Department of Dermatology , 3303 SW Bond Avenue - 5th Floor, PORTLAND,Oregon, United States     ,(503) 418-3376,http://www.ohsu.edu/xd/health/services/dermatology/about-us/glance.cfm,Vbeam ®  Perfecta
NORTHWEST DERMATOLOGY AND RESEARCH CENTER , 2330 NW FLANDERS ST STE 205, Portland,Oregon, United States     ,(503) 223-1933,https://www.pdxderm.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Norris Dermatology & Laser Northwest - Patricia Norris MD, PC ", 2222 NW LOVEJOY ST STE 422, PORTLAND,Oregon, United States     ,(503) 227-7117,https://www.norrisderm.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
The Oregon Clinic – Portland Dermatology , 1414 NW NORTHRUP ST STE 600, PORTLAND,Oregon, United States     ,(503) 223-3104,http://www.portlanddermclinic.com/,Vbeam ®  Perfecta
"Northwest Dermatology & Laser Clinic, PC - Bert Tavelli ", 1130 NW 22ND AVE STE 330, PORTLAND,Oregon, United States     ,(503) 295-2366,https://tavelliderm.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Dermatology Professionals , 2228 LLOYD CTR, PORTLAND,Oregon, United States     ,(503) 344-6643,https://derm-pros.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Legacy Emanuel Hospital , 2801 N GANTENBEIN AVE, Portland,Oregon, United States     ,(503) 415-5052,https://lhs.org,Vbeam ®  Perfecta
West Coast Laser , 7824 SW 37th Ave Suite C, Portland,Oregon, United States     ,(503) 291-6959,,
Kaiser Foundation Health Plan of NW - Portland , 3500 N INTERSTATE AVE, PORTLAND,Oregon, United States     ,503-571-90087,https://kp.org,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Skin & Beauty Center - Glendale South , 5920 NE RAY CIR STE 200, HILLSBORO,Oregon, United States     ,(503) 297-4779,http://www.aadapc.com/,Vbeam ®  Perfecta
Skin & Beauty Center - Glendale South , 9427 SW BARNES RD STE 495, Portland,Oregon, United States     ,(503) 297-4779,http://www.aadapc.com/,Vbeam ®  Perfecta
"Agiliti Surgical, Inc ", 8070 SW NIMBUS AVE, Beaverton,Oregon, United States     ,(630) 663-5180,https://www.agilitihealth.com,Vbeam ®  Perfecta
Vida Aesthetic Medicine , 6650 SW REDWOOD LN STE 150, PORTLAND,Oregon, United States     ,(503) 443-2250,https://vanderveercenter.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Kaiser Foundation Health Plan of NW - Portland , 9900 SE SUNNYSIDE RD, CLACKAMAS,Oregon, United States     ,503-571-90087,https://kp.org,Vbeam ®  Perfecta
The Vancouver Clinic , 501 SE 172ND AVE STE 250, VANCOUVER,Washington, United States     ,(360) 882-2778,https://tvc.org,Vbeam ®  Perfecta
The Cleveland Clinic , 2049 E 100TH ST, CLEVELAND,OHIO, United States     ,(216) 448-8545,http://my.clevelandclinic.org/,Vbeam ®  Perfecta
Cleveland VA Medical Center , 10701 EAST BLVD, CLEVELAND,OHIO, United States     ,(216) 791-3800 ext. 6765,https://va.gov,"Vbeam ®  Perfecta, CO2RE ®"
The Cleveland Clinic , 2035 E 86TH ST, CLEVELAND,Ohio, United States     ,(216) 448-8545,http://my.clevelandclinic.org/,Vbeam ®  Perfecta
The Cleveland Clinic , 9500 EUCLID AVE DEPT A61, CLEVELAND,Ohio, United States     ,(216) 448-8545,http://my.clevelandclinic.org/,Vbeam ®  Perfecta
University Hospitals of Cleveland , 11100 EUCLID AVE, CLEVELAND,OHIO, United States     ,(216) 844-3024,https://www.uhhospitals.org,Vbeam ®  Perfecta
Cleveland VA Medical Center , 8787 BROOKPARK RD, CLEVELAND,OHIO, United States     ,(216) 791-3800 ext. 6765,https://va.gov,Vbeam ®  Perfecta
North Coast Dermatology , 6701 ROCKSIDE RD STE 330, INDEPENDENCE,Ohio, United States     ,(216) 524-4009,https://www.northcoastdermatology.com,Vbeam ®  Perfecta
Cleveland Dermatology Group , 1611 S GREEN RD STE 146, SOUTH EUCLID,Ohio, United States     ,(216) 381-5975,,
The Cleveland Clinic , 26900 CEDAR RD, BEACHWOOD,Ohio, United States     ,(216) 448-8545,http://my.clevelandclinic.org/,Vbeam ®  Perfecta
MetroHealth Medical Center , 3609 PARK EAST DR STE 300, BEACHWOOD,Ohio, United States     ,(216) 591-0523,https://www.metrohealth.org/main-campus,Vbeam ®  Perfecta
The Parker Skin & Aesthetic Clinic Dr. Lydia Parker , 3737 PARK EAST DR STE 109, BEACHWOOD,Ohio, United States     ,(216) 464-7333,http://www.theparkerclinic.com,"Profound ™ , CO2RE ® , Vbeam ®  Perfecta"
Allied Dermatology and Skin Surgery LLC , 5915 LANDERBROOK DR STE 120, MAYFIELD HEIGHTS,Ohio, United States     ,(330) 665-0555,http://www.alliedderm.com,Vbeam ®  Perfecta
University Hospitals of Cleveland , 950 CLAGUE RD, Westlake,Ohio, United States     ,(216) 844-3024,https://www.uhhospitals.org,Vbeam ®  Perfecta
Brecksville Dermatology , 8751 BRECKSVILLE RD STE 50, BRECKSVILLE,Ohio, United States     ,(440) 792-4802,http://www.brecksvilledermatology.com/,"Vbeam ®  Perfecta, CO2RE ®"
Associates in Dermatology , 2205 CROCKER RD, WESTLAKE,OHIO, United States     ,(440) 249-0274,http://www.healthyskinmd.com/,Vbeam ®  Perfecta
"Optima Dermatology Partners, LLC ", 8183 GOLDEN LINK BLVD, MACEDONIA,Ohio, United States     ,(330) 965-8760,http://www.advancedderm.net/,Vbeam ®  Perfecta
"Agiliti Surgical, Inc ", 6935 TREELINE DR, CLEVELAND,Ohio, United States     ,(630) 663-5180,https://www.agilitihealth.com,Vbeam ®  Perfecta
"Skin & Laser Surgery of Pennsylvania - Steven Greenbaum, MD ", 1528 WALNUT ST FL 11, PHILADELPHIA,Pennsylvania, United States     ,(215) 735-4994,http://phillyskinandlaser.com/,"Vbeam ®  Prima, Gentle Pro ™  Series, Vbeam ®  Perfecta"
DREXEL UNIVERSITY COLLEGE OF MEDICINE , 219 N BROAD ST FL 4, Philadelphia,Pennsylvania, United States     ,(215) 762-5550,http://drexel.edu/,Vbeam ®  Perfecta
JEFFERSON DERMATOLOGY ASSOCIATION , 33 S 9TH ST STE 740, Philadelphia,Pennsylvania, United States     ,(215) 503-3740,https://jefferson.edu,Vbeam ®  Perfecta
PENNSYLVANIA HOSPITAL , 235 S 8TH ST, Philadelphia,Pennsylvania, United States     ,(214) 304-0127,,
Schweiger Dermatology Group , 822 PINE ST STE 2A, PHILADELPHIA,Pennsylvania, United States     ,(844) 337-6362,http://www.schweigerderm.com,Vbeam ®  Perfecta
Penn Dermatology Surgery Department , 3400 SPRUCE ST, PHILADELPHIA,PENNSYLVANIA, United States     ,(215) 662-2737,https://uphs.upenn.edu,Vbeam ®  Perfecta
The Children's Hospital of Philadelphia , 3401 CIVIC CENTER BLVD RM A204, Philadelphia,Pennsylvania, United States     ,(215) 590-2169,https://www.chop.edu,"Vbeam ®  Prima, Vbeam ®  Perfecta"
UNIVERSITY OF PENNSYLVANIA MEDICAL CENTER , 3400 CIVIC CENTER BLVD STE 330, PHILADELPHIA,Pennsylvania, United States     ,215-504-7718,https://pennmedicine.upenn.edu,Vbeam ®  Perfecta
The Children's Hospital of Philadelphia , Attn: Main Hospital 34Th St & Civic Center Blvd, PHILADELPHIA,Pennsylvania, United States     ,(215) 590-2169,https://www.chop.edu,Vbeam ®  Perfecta
The Children's Hospital of Philadelphia , CIVIC CENTER BLVD, PHILADELPHIA,PENNSYLVANIA, United States     ,(215) 590-2169,https://www.chop.edu,Vbeam ®  Perfecta
"Timothy M. Greco, MD, FACS ", 2 BALA PLZ, BALA CYNWYD,Pennsylvania, United States     ,(610) 664-8830,http://www.drgrecoface.com/,Vbeam ®  Perfecta
Dermatologic Surgical Center , 2221 Garrett Road, DREXEL HILL,Pennsylvania, United States     ,(610) 623-5885,https://www.benedettoderm.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Haddonfield Dermatology Associates , 24 KINGS HWY W, HADDONFIELD New,Jersey, United States     ,(856) 795-1341,https://www.haddonfielddermatology.com,Vbeam ®  Perfecta
"BERNSTEIN, ERIC MD (MAB) ", 32 PARKING PLZ STE 200, ARDMORE,PENNSYLVANIA, United States     ,(610) 645-5551,https://www.dermguy.com,"CO2RE ® , PicoWay ® , Vbeam ®  Prima, Vbeam ®  Perfecta, Gentle Pro ™  Series"
"Laser Service Solutions, LLC ", 650 GROVE RD STE 104, PAULSBORO New,Jersey, United States     ,(856) 853-7555,http://www.laserservicesolutions.com,"CO2RE ® , Gentle Pro ™  Series, Vbeam ®  Perfecta, PicoWay ®"
Ringpfeil Advanced Dermatology , 569 W LANCASTER AVE, HAVERFORD,Pennsylvania, United States     ,(610) 525-5250,http://www.ringpfeildermatology.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Skin Smart Dermatology , 910 E WILLOW GROVE AVE, WYNDMOOR,Pennsylvania, United States     ,(215) 348-7335,https://www.skinsmartderm.com,Vbeam ®  Perfecta
"MACKIN MEDICAL, MAC TECH ", 2660 West Chester Pike, Broomall,Pennsylvania, United States     ,(610) 325-2871,http://www.mackinmedical.net,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
HOSPITAL OF UNIVERSITY OF PA AT RADNOR , 145 KING OF PRUSSIA RD, RADNOR,Pennsylvania, United States     ,(610) 902-2045,,
HOSPITAL OF UNIVERSITY OF PA AT RADNOR , 250 KING OF PRUSSIA RD, RADNOR,Pennsylvania, United States     ,(610) 902-2045,,
"David Finkelstein M.D., F.A.A.D ", 701 COOPER RD STE 13, VOORHEES New,Jersey, United States     ,(856) 344-2849,https://www.altaskincenter.com,"Vbeam ®  Prima, Gentle Pro ™  Series, Vbeam ®  Perfecta"
COOPER HEALTH SYSTEM , 10000 SAGEMORE DR NAOMI LAWRENCE MD, MARLTON New,Jersey, United States     ,(973) 759-6569,,
"HEYMANN, MANDERS & GREEN, LLC ", 100 BRICK RD STE 306, MARLTON New,Jersey, United States     ,(856) 596-0111,https://hmgsderm.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
The Children's Hospital of Philadelphia , 1012 LAUREL OAK RD, VOORHEES New,Jersey, United States     ,(215) 590-2169,https://www.chop.edu,Vbeam ®  Perfecta
"Devon Dermatology Services, PC ", 92 LANCASTER AVE STE 120, DEVON,Pennsylvania, United States     ,(215) 309-8123,,
"MARLA C. ANGERMEIER, M.D., PC ", 148 W RIVER ST STE 1B, PROVIDENCE Rhode,Island, United States     ,(401) 273-9310,https://www.lifespan.org/providers/marla-c-angermeier-md,Vbeam ®  Perfecta
Brown Dermatology Inc. , 593 EDDY ST, Providence Rhode,Island, United States     ,(401) 738-1120,https://icloud.com,Vbeam ®  Perfecta
Coastal Derm & Cosmetic Center , 750 RESERVOIR AVE, CRANSTON Rhode,Island, United States     ,(401) 944-7546,http://www.riskindoc.com,"PicoWay ® , VelaShape ® , Vbeam ®  Perfecta, Gentle Pro ™  Series"
Coastal Derm & Cosmetic Center , 1539 ATWOOD AVE STE 301, Johnston Rhode,Island, United States     ,(401) 944-7546,http://www.riskindoc.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Prospect Chartercare Physicians, LLC ", 652 GEORGE WASHINGTON HWY, LINCOLN Rhode,Island, United States     ,(401) 456-2001,http://www.chartercare.org,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Rhode Island Dermatology and Cosmetic Center , 3 WAKE ROBIN RD STE 5, LINCOLN Rhode,Island, United States     ,(401) 475-9140,,
Aspire Dermatology , 618 TOLL GATE RD, WARWICK Rhode,Island, United States     ,(401) 239-1800,https://aspiredermatology.com,Vbeam ®  Perfecta
ATTLEBORO DERMATOLOGY , 152 EMORY ST UNIT 2, ATTLEBORO,Massachusetts, United States     ,(508) 226-0400,http://attleborodermatology.com/,Vbeam ®  Perfecta
SKIN MEDICINE & SURGERY CENTER , 63 Eddie Dowling Hgwy, Warwick Rhode,Island, United States     ,(401) 467-1400,,
JON MORGAN SKIN PRODUCTS INC , 911D Lady Street, Columbia South,Carolina, United States     ,,,
"The Dermatology Group, LLC ", 1709 BARNWELL ST, COLUMBIA South,Carolina, United States     ,(803) 254-3376,https://www.thedermgroupsc.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
DFAS/FPLA ARMY VENDOR PAY , 4500 STUART STREET, COLUMBIA South,Carolina, United States     ,,,
University of Oklahoma , 619 NE 13TH ST, OKLAHOMA CITY,Oklahoma, United States     ,(405) 271-6110,https://www.oumedicine.com/.../list-of-adult-specialties/dermatology,Vbeam ®  Perfecta
O/U Medical Center , 835 Stanton L Young Blvd., OKLAHOMA CITY,Oklahoma, United States     ,405-824-9947,https://oumedicine.com,Vbeam ®  Perfecta
"DECAMP, NICOLE M.D. ", 6201 N SANTA FE AVE STE 2015, OKLAHOMA CITY,Oklahoma, United States     ,(405) 848-2800,https://saintsnearyou.com/physician/nicole-decamp-m-d/,Vbeam ®  Perfecta
INTEGRIS BAPTIST MEDICAL CENTER , 3300 NW EXPRESSWAY, OKLAHOMA CITY,Oklahoma, United States     ,(405) 951-2432,http://integrisok.com/burn-center-oklahoma-city-ok,Vbeam ®  Perfecta
INTEGRIS BAPTIST MEDICAL CENTER , 3400 NW EXPRESSWAY STE 500, Oklahoma City,Oklahoma, United States     ,(405) 951-2432,http://integrisok.com/burn-center-oklahoma-city-ok,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
INTEGRIS BAPTIST MEDICAL CENTER , 1600 SW 119TH ST, Oklahoma City,Oklahoma, United States     ,(405) 951-2432,http://integrisok.com/burn-center-oklahoma-city-ok,Vbeam ®  Perfecta
Advanced Aesthetics , 13100 N WESTERN AVE STE 201, OKLAHOMA CITY,Oklahoma, United States     ,(405) 751-3424,https://advancedaesthetics.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
INTEGRIS BAPTIST MEDICAL CENTER , 1205 HEALTH CENTER PKWY STE 100, Yukon,Oklahoma, United States     ,(405) 951-2432,http://integrisok.com/burn-center-oklahoma-city-ok,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
Sanford Clinic - Sanford Health Sioux Falls , 1310 W 22ND ST, Sioux Falls South,Dakota, United States     ,(605) 328-8607,https://sanfordhealth.org,Vbeam ®  Perfecta
Sanford Clinic - Sanford Health Sioux Falls , 1305 W 18TH ST, SIOUX FALLS South,Dakota, United States     ,(605) 328-8607,https://sanfordhealth.org,Vbeam ®  Perfecta
AVERA MCKENNAN HOSPITAL , 6701 S MINNESOTA AVE, SIOUX FALLS South,Dakota, United States     ,(605) 322-6960,http://www.avera.org,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
AVERA MCKENNAN HOSPITAL , 1500 S HIGHLINE AVE, SIOUX FALLS SOUTH,DAKOTA, United States     ,(605) 322-6960,http://www.avera.org,Vbeam ®  Perfecta
"LASER & SKIN SURGERY CTR. OF RICHMOND, PC ", 7001 FOREST AVE STE 301, RICHMOND,Virginia, United States     ,(804) 855-0372,,
RICHMOND DERMATOLOGY SPECIALISTS , 9816 Mayland Drive, Richmond,Virginia, United States     ,(804) 282-8510,,
MAXWELL AESTHETICS (Patrick Maxwell MD) , 2020 21ST AVE S, NASHVILLE,Tennessee, United States     ,(615) 932-7700,http://www.maxwellaesthetics.com,Vbeam ®  Perfecta
Elan Skin , 209 23RD AVE N, NASHVILLE,Tennessee, United States     ,(615) 814-4999,http://elannashville.com/,Vbeam ®  Perfecta
The Natural Look Medspa , 1916 PATTERSON ST STE 100, NASHVILLE,Tennessee, United States     ,(615) 321-5005,http://www.thenaturallook.net/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Nashville Center for Laser & Facial Surgery (Brian Biesman MD) , 345 23RD AVE N STE 416, Nashville,Tennessee, United States     ,(615) 329-1110,https://drbiesman.com,Vbeam ®  Perfecta
VANDERBILT UNIVERSITY , 2200 CHILDRENS WAY RM 3209, NASHVILLE,Tennessee, United States     ,(615) 936-8600,https://www.vanderbilthealth.com/billwilkerson/28800,Vbeam ®  Perfecta
VANDERBILT UNIVERSITY , 1211 22ND AVE RM B-328, Nashville,Tennessee, United States     ,(615) 936-8600,https://www.vanderbilthealth.com/billwilkerson/28800,Vbeam ®  Perfecta
Vanderbilt Plastic Surgery , 2200 CHILDRENS WAY, NASHVILLE,Tennessee, United States     ,(615) 936-3759,https://search.vanderbilthealth.com/locations/vanderbilt-plastic-surgery,Vbeam ®  Perfecta
VANDERBILT UNIVERSITY , 719 THOMPSON LN STE 26300, Nashville,Tennessee, United States     ,(615) 936-8600,https://www.vanderbilthealth.com/billwilkerson/28800,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Gold Skin Care Center , 2000 RICHARD JONES RD STE 220, NASHVILLE,Tennessee, United States     ,(615) 383-2400,http://www.goldskincare.com/,"Vbeam ®  Perfecta, PicoWay ® , VelaShape ® , Exceed ™"
Retief Skin Center , 4301 HILLSBORO PIKE STE 200, NASHVILLE,Tennessee, United States     ,(615) 383-6092,http://www.retiefskincenter.com/,"Vbeam ®  Perfecta, Nordlys ™"
Binhlam Aesthetics , 1649 WESTGATE CIR STE 100, BRENTWOOD,Tennessee, United States     ,(615) 843-7546,https://www.advancedskinlaser.com,"Profound ™ , Vbeam ®  Perfecta, Gentle Pro ™  Series, CO2RE ®"
"Lois Wagstrom, M.D. ", 1047 GLENBROOK WAY, HENDERSONVILLE,Tennessee, United States     ,(615) 329-1822,https://www.loiswagstrom.com,"CO2RE ® , VelaShape ® , Vbeam ®  Perfecta"
Cumberland Skin Surgery and Dermatology , 100 SPRINGHOUSE CT STE 100, HENDERSONVILLE,TENNESSEE, United States     ,(615) 449-5771,https://www.cumberlandskin.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
The Lett Center , 660 S MOUNT JULIET RD STE 210, MOUNT JULIET,Tennessee, United States     ,(615) 443-0901,http://www.thelettcenter.com/,Vbeam ®  Perfecta
Franklin Skin and Laser , 103 INTERNATIONAL DR STE 106, Franklin,Tennessee, United States     ,(615) 595-8177,http://www.franklinlaser.com/,"CO2RE ® , Profound ™ , Gentle Pro ™  Series, Vbeam ®  Perfecta, PicoWay ®"
"Kimberly A. Rossi, MD ", 3100 MACCORKLE AVE, CHARLESTON West,Virginia, United States     ,(304) 342-3360,,
VIRGINIA MASON MEDICAL CENTER , 1201 TERRY AVE FL 3, Seattle,Washington, United States     ,(206) 223-6781,https://www.virginiamason.org/,"Vbeam ®  Perfecta, Vbeam ®  Prima"
The Polyclinic , 904 7TH AVE, SEATTLE,Washington, United States     ,(206) 860-5571,https://polyclinic.com/,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
Linnell Dermatology and Aesthetics , 515 MINOR AVE STE 240, SEATTLE,Washington, United States     ,(206) 539-0675,https://www.linnellderm.com/,"Vbeam ®  Perfecta, Exceed ™ , CO2RE ® , PicoWay ®"
University of Washington , 4225 ROOSEVELT WAY NE, SEATTLE,Washington, United States     ,(425) 814-5100,,
SEATTLE CHILDREN'S HOSPITAL , 4800 SAND POINT WAY NE, SEATTLE,Washington, United States     ,(206) 987-2843,https://seattlechildrens.org,Vbeam ®  Perfecta
Newvue Plastic Surgery , 10047 MAIN ST STE 103, BELLEVUE,Washington, United States     ,(425) 463-9883,https://newvueplasticsurgery.com,Vbeam ®  Perfecta
Pacific Dermatology & Cosmetic Center , 11011 MERIDIAN AVE N STE 102, SEATTLE,Washington, United States     ,(206) 859-5777,http://www.pacificdermcenter.com/,Vbeam ®  Perfecta
Pinnacle Dermatology & Skin Rejuventation , 1515 116TH AVE NE STE 307, BELLEVUE,Washington, United States     ,(425) 999-2628,https://pinnacledermatology.com/,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
SEATTLE CHILDREN'S HOSPITAL , 1500 116TH AVE NE, BELLEVUE,Washington, United States     ,(206) 987-2843,https://seattlechildrens.org,Vbeam ®  Perfecta
North Pacific Dermatology PS , 3721 TALBOT RD S, RENTON,Washington, United States     ,425-457-7900,,
Bloom Dermatology and Aesthetics , 13317 NE 175TH ST STE N, WOODINVILLE,Washington, United States     ,(425) 434-1500,https://greatlooking.com/,Vbeam ®  Perfecta
Cosmetic Surgery & Dermatology of Issaquah , 295 NE GILMAN BLVD, ISSAQUAH,Washington, United States     ,(425) 391-2500,http://www.drmichalak.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
The Gallery of Cosmetic Surgery , 3500 188th Street Sw Suite 670, Lynnwood,Washington, United States     ,(425) 775-3561,https://www.cosmeticsurgeryforyou.com,Vbeam ®  Perfecta
UT Physicians Group/Seton , 313 E 12TH ST STE 101, AUSTIN,Texas, United States     ,(512) 324-9655,http://www.utexasphysicians.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Seton Family of Doctors , 1601 Trinity St Suite 704B, AUSTIN,TEXAS, United States     ,(214) 455-0570,https://dellmed.utexas.edu/about/contact-us,Vbeam ®  Perfecta
Hall Plastic Surgery & Rejuvenation Center ," Laser and Skin Care Center of Austin, LLC.  2714 Bee Caves Road, Suite 202", AUSTIN,Texas, United States     ,(512) 302-5558,http://www.hallplasticsurgery.com,Vbeam ®  Perfecta
COVENANT MANAGEMENT SYSTEMS-AKA ARC Southwest , 1807 W Slaughter Ln Ste 490, AUSTIN,Texas, United States     ,(512) 282-8967,http://www.austinregionalclinic.com/services/cosmetic-dermatology,Vbeam ®  Perfecta
Dell Children's Medical Center of Central Texas , 1301 BARBARA JORDAN BLVD STE 200A, Austin,Texas, United States     ,(512) 628-1920,https://ascension.org,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
SETON FAMILY OF HOSPITALS-Dell Children's Medical Center , 4900 MUELLER BLVD, AUSTIN,Texas, United States     ,(512) 324-0000,http://www.dellchildrens.net,Vbeam ®  Perfecta
Westlake Dermatology , 8825 FM 2244 RD, AUSTIN,Texas, United States     ,(512) 328-3376,https://www.westlakedermatology.com,Vbeam ®  Perfecta
Katherine Farady MD , 2700 W ANDERSON LN STE 403, AUSTIN,Texas, United States     ,(512) 422-4346,http://www.katherinefaradymd.com/,Vbeam ®  Perfecta
Westlake Dermatology , 12201 RENFERT WAY STE 305, Austin,Texas, United States     ,(512) 328-3376,https://www.westlakedermatology.com,Vbeam ®  Perfecta
Dermatology Associates of Dallas , 11410 JOLLYVILLE RD STE 2101 BLDG 2, Austin,Texas, United States     ,(512) 345-8688,,
Sanova Dermatology , 12319 N MOPAC EXPY BLDG C STE 100, AUSTIN,Texas, United States     ,(512) 837-3376,https://www.sanovadermatology.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Baylor Scott & White- Lakeway , 200 MEDICAL PKWY, LAKEWAY,TEXAS, United States     ,512-654-0270,https://bswhealth.org,Vbeam ®  Perfecta
Westlake Dermatology , 401 RANCH ROAD 620 S STE 200, LAKEWAY,Texas, United States     ,(512) 328-3376,https://www.westlakedermatology.com,Vbeam ®  Perfecta
Milwaukee VA Medical Center , 5000 W NATIONAL AVE, MILWAUKEE,Wisconsin, United States     ,(414) 384-2000,,
Children's Hospital of Wisconsin , 8915 W CONNELL AVE, MILWAUKEE,WISCONSIN, United States     ,(414) 266-2000,http://www.chw.org/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
WEST ALLIS DERMATOLOGY ASSOC. , 10401 W LINCOLN AVE STE 104, WEST ALLIS,Wisconsin, United States     ,(414) 328-8050,http://www.laytonderm.com,Vbeam ®  Perfecta
Medical College of Wisconsin , 1155 N MAYFAIR RD, WAUWATOSA,Wisconsin, United States     ,(414) 805-2882,https://mcw.edu,Vbeam ®  Perfecta
Children's Hospital of Wisconsin , 3223 S 103RD ST, MILWAUKEE,Wisconsin, United States     ,(414) 266-2000,http://www.chw.org/,Vbeam ®  Perfecta
Forever Young Anti-Aging , 12868 W BLUEMOUND RD, ELM GROVE,Wisconsin, United States     ,(414) 616-3935,http://www.foreveryoungwisconsin.com/#,"Profound ™ , Gentle Pro ™  Series, Vbeam ®  Perfecta"
