provider-name,street,city,state,country,number,website link,in this location
Perimeter Dermatology PC , 5505 PEACHTREE DUNWOODY RD STE 410, ATLANTA,Georgia, United States     ,(404) 459-9177,https://www.perimeterdermatology.com,"Gentle Pro ™  Series, PicoWay ®"
Dermatology Associates of Atlanta , 5555 PEACHTREE DUNWOODY RD STE 190, ATLANTA,Georgia, United States     ,(404) 256-4457,http://www.dermatlanta.com/,"Vbeam ®  Prima, PicoWay ® , Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Atlanta Plastic Surgery, P.C. ", 975 JOHNSON FERRY RD STE 120, ATLANTA,GEORGIA, United States     ,(404) 256-2157,http://www.ayaskincare.com,Gentle Pro ™  Series
"DAVIS, JAMES M.D. "," 1100 Johnson Ferry Road, Bldg 2, Suite 850", ATLANTA,Georgia, United States     ,,,
Medical Dermatology Specialists , 5730 GLENRIDGE DR, ATLANTA,GEORGIA, United States     ,Visit Website,,
"LEVINE, DAVID M.D. ", 5673 PEACHTREE DUNWOODY RD STE 850, ATLANTA,Georgia, United States     ,(770) 751-1433,https://www.atlantacenterfordermatology.com/,Gentle Pro ™  Series
Gardner Dermatology & Med Spa , 2550 WINDY HILL RD SE STE 200, Marietta,Georgia, United States     ,(850) 252-4404,https://www.gardnerdermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Skinsations , 1275 POWERS FERRY RD SE STE 220, MARIETTA,Georgia, United States     ,(678) 401-6164,http://www.skinsations.care,Gentle Pro ™  Series
"LifeSpring Antiaging & Aesthetic Medicine, LLC ", 750 HAMMOND DR STE 200 BLDG 6, ATLANTA,Georgia, United States     ,(404) 812-0211,https://www.kaimedspa.com,"Gentle Pro ™  Series, PicoWay ®"
Thread Beauty Spa , 2252 FELLOWSHIP RD, TUCKER,GEORGIA, United States     ,4704507676,,
"Assistcare Medical Group, LLC, dba Revive Skincare & Wellness ", 3576 CHAMBLEE TUCKER RD, ATLANTA,Georgia, United States     ,(770) 934-0069,http://assistcaresurgicalandtherapy.com/about.html,"Gentle Pro ™  Series, VelaShape ®"
Ideal Image , 900 ASHWOOD PKWY, ATLANTA,GEORGIA, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Vianka aesthetic med spa , 1867 INDEPENDENCE SQ STE 105, ATLANTA,Georgia, United States     ,7702566582,,
Ranka Skin Med Spa , 1611 MOUNT VERNON RD, Dunwoody,GEORGIA, United States     ,(678) 308-2908,,
Omni Medspa , 4880 LOWER ROSWELL RD STE 635, MARIETTA,GEORGIA, United States     ,(678) 653-8696,,
Amerejuve Medical Spa , 4774 LOWER ROSWELL RD, MARIETTA,Georgia, United States     ,(770) 509-0000,http://www.amerejuve.com,Gentle Pro ™  Series
Dermatology Affiliates PC , 4939 LOWER ROSWELL RD STE 104A, Marietta,Georgia, United States     ,(404) 816-7900,http://dermatologyaffiliates.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Face Haven , 2462 JETT FERRY RD STE 310, DUNWOODY,Georgia, United States     ,(770) 695-0308,https://www.face-haven.com,Gentle Pro ™  Series
Ideal Image , 3050 Peachtree Road	Suite P- 5, MARIETTA,Georgia, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Ideal Image , 1100 JOHNSON FERRY RD STE 325, MARIETTA,Georgia, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Luis R. Vizcarra Falla MD , 6825 JIMMY CARTER BLVD STE 1490, NORCROSS,GEORGIA, United States     ,,,
"Forefront Management, LLC ", 2785 N ANKENY BLVD STE 24, Ankeny,Iowa, United States     ,(920) 663-2886,https://forefrontdermatology.com,Gentle Pro ™  Series
Ideal Image , 556 WESTPORT RD, KANSAS CITY,Missouri, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Aesthetic Laser Rentals , 328 W 63RD ST, KANSAS CITY,MISSOURI, United States     ,(440) 318-4139,,
Simplicity Laser , 3520 W 75TH ST STE 101, PRAIRIE VILLAGE,Kansas, United States     ,"prim (800) 559-9138 , sec-801-372-7287",https://www.simplicitylaser.com/,Gentle Pro ™  Series
Kansas Medical Clinic , 6333 LONG AVE STE 360, SHAWNEE,Kansas, United States     ,(785) 273-6460,http://www.kmcpa.com,Gentle Pro ™  Series
Kansas Medical Clinic , 10940 PARALLEL PKWY STE M, Kansas City,Kansas, United States     ,(785) 273-6460,http://www.kmcpa.com,Gentle Pro ™  Series
Restorative Health , 1300 E 104TH ST STE 100, Kansas City,Missouri, United States     ,(770) 614-6000,http://restorative-health.com/,Gentle Pro ™  Series
The Rock Creek Wellness Center , 5401 COLLEGE BLVD STE 203, LEAWOOD,Kansas, United States     ,(913) 727-7700,https://www.rockcreekwellness.com,Gentle Pro ™  Series
Kansas Medical Clinic , 11301 NALL AVE STE 205, Leawood,Kansas, United States     ,(785) 273-6460,http://www.kmcpa.com,Gentle Pro ™  Series
Simplicity Laser , 6521 W 119TH ST, LEAWOOD,KANSAS, United States     ,"prim (800) 559-9138 , sec-801-372-7287",https://www.simplicitylaser.com/,Gentle Pro ™  Series
Quinn Medical Day Spa , 6920 W 121ST ST STE 101, OVERLAND PARK,Kansas, United States     ,9136635483,https://quinnplasticsurgery.com,Gentle Pro ™  Series
Renue Aesthetic Surgery , 11532 W 119TH ST, OVERLAND PARK,KANSAS, United States     ,(913) 685-1108,http://victorperezmd.com/,Gentle Pro ™  Series
Norton Healthcare Children's Hospital , 211 East Jacob Street Receiving, Louisville,Kentucky, United States     ,(502) 629-4878,https://louisville.edu,Gentle Pro ™  Series
O'Daniel Studios , 132 CHENOWETH LN, LOUISVILLE,Kentucky, United States     ,(502) 584-1109,http://www.drodaniel.com/,"Vbeam ®  Prima, Gentle Pro ™  Series, Profound ™ , CO2RE ®"
SimplySmooth , 4010 DUPONT CIR, LOUISVILLE,KENTUCKY, United States     ,(502) 895-0500,http://simplysmoothlouisville.com/,Gentle Pro ™  Series
"BodyRx Louisville, LLC ", 8201 SHELBYVILLE RD, LOUISVILLE,KENTUCKY, United States     ,(502) 974-3447,http://www.bodyrxlouisville.com/,Gentle Pro ™  Series
"Louisville Laser Med Spa, LLC ", 2114 S HURSTBOURNE PKWY, LOUISVILLE,Kentucky, United States     ,(502) 499-6608,http://m.lasermenow.com/index.php,"Gentle Pro ™  Series, PicoWay ®"
LightRx Louisville , 10516 FISCHER PARK DR, Louisville,Kentucky, United States     ,(502) 425-8820,http://www.lightrx.com/louisville,Gentle Pro ™  Series
Cosmetic Laser and Beauty Spa , 3026 Epoint Pkwy, LOUISVILLE,Kentucky, United States     ,(502) 491-6789,https://www.cosmeticlaserandbeautyspa.com,Gentle Pro ™  Series
VitalSkin , 13802 LAKE POINT CIR STE 201, LOUISVILLE,Kentucky, United States     ,(502) 368-4133,http://www.bellapelledermatology.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Skininfinity Laser, LLC ", 217 LA GRANGE RD, PEWEE VALLEY,Kentucky, United States     ,(502) 708-2472,https://skininfinitylaser.com/,"Nordlys ™ , VelaShape ® , Gentle Pro ™  Series"
TULANE UNIVERSITY HOSPITAL AND CLINIC , 1400 Cleveland Ave, New Orleans,Louisiana, United States     ,(504) 988-6300,https://tempsyneron-candela.com,Gentle Pro ™  Series
Southeast Louisiana Veterans Health Care System , 2400 CANAL ST DEPT OF, NEW ORLEANS,Louisiana, United States     ,5049759177,https://www.neworleans.va.gov/locations/directions.asp,Gentle Pro ™  Series
ADVANTAGE TRENDS LLC , 2015 MAGAZINE ST, NEW ORLEANS,Louisiana, United States     ,(504) 915-9393,,
Audubon Dermatology , 3525 PRYTANIA ST STE 501, NEW ORLEANS,LOUISIANA, United States     ,(504) 895-3376,https://audubondermatology.com,Gentle Pro ™  Series
"Richard Sherman, MD ", 3627 MAGAZINE ST, New Orleans,Louisiana, United States     ,(504) 899-7159,https://WWW.TSIONO.COM,"Gentle Pro ™  Series, VelaShape ® , Profound ™"
Poole Dermatology - The Laser Centers of New Orleans , 111 VETERANS MEMORIAL BLVD STE 406, METAIRIE,Louisiana, United States     ,(504) 838-8225,https://pooledermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Khoobehi & Associates , 3901 VETERANS MEMORIAL BLVD, METAIRIE,Louisiana, United States     ,(504) 517-7803,https://khoobehi.com,Gentle Pro ™  Series
Ideal Image , 3908 Veterans Memorial Blvd, METAIRIE,LOUISIANA, United States     ,,,
"ROSE DERMATOLOGY AND LASER CENTER, LLC ", 2221 CLEARVIEW PKWY STE 101, METAIRIE,Louisiana, United States     ,(504) 885-8363,https://rosedermatology.com/,Gentle Pro ™  Series
NEW IMAGES- DR JERROLD GENDLER , 8114 Buras Avenue, NEW ORLEANS,Louisiana, United States     ,(504) 895-2261,,
"Associated Eyecare, Edward H. Jaccoma, MD ", Do Not Use *** 193 Middle St C/O Akari, PORTLAND,Maine, United States     ,(207) 324-8888,http://www.associatedeyecare.net,Gentle Pro ™  Series
Cosmetic Enhancement  Center of New England , 1945 CONGRESS ST STE C STE 201, PORTLAND,Maine, United States     ,(207) 761-0177,https://www.cecofne.com,"Exceed ™ , Profound ™ , Gentle Pro ™  Series, PicoWay ® , Nordlys ™ , Vbeam ®  Perfecta"
SKIN THERAPEUTICS , 9c Sanborn Street, Portland,Maine, United States     ,,,
VA Maryland Health Care System , 10 N GREENE ST RM 2A-146, Baltimore,Maryland, United States     ,(410) 605-7312,,
Ideal Image , 3989 BOSTON ST, BALTIMORE,Maryland, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Lumiere Laser & Beauty , 5700 SMITH AVE, BALTIMORE,MARYLAND, United States     ,,,
Electrolysis by Baila , 6013 CLOVER RD, BALTIMORE,MARYLAND, United States     ,,,
"HIRPARA, JAYANT, M.D. ", 7505 OSLER DR STE 509, TOWSON,Maryland, United States     ,(410) 823-6790,,
"Sollay, Inc ", 3700 KOPPERS ST STE 100, HALETHORPE,Maryland, United States     ,(410) 644-7655,http://www.sollaylasercenter.com,"Exceed ™ , Gentle Pro ™  Series"
The Body Place , 8109 HARFORD RD STE A, PARKVILLE,Maryland, United States     ,(443) 841-2547,https://ntbalt.com,Gentle Pro ™  Series
Light-RX , 2632 Quarry Lake Drive, Baltimore,Maryland, United States     ,(248) 756-3498,,
Premier Laser Spa of Baltimore , 2632 QUARRY LAKE DR, Baltimore,Maryland, United States     ,(410) 202-3789,,
Noor Laser Center , 700 GEIPE RD STE 100, Catonsville,Maryland, United States     ,(410) 747-6667,http://www.NOORLASER.COM,"Gentle Pro ™  Series, VelaShape ®"
Ideal Image , 8600 LA SALLE RD STE 250B, TOWSON,Maryland, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
"Dean Kane, MD ", 1 Reservoir Circle Suite 201, Baltimore,Maryland, United States     ,(410) 602-3322,https://drdeankane.com/,Gentle Pro ™  Series
"Facial Plastic Surgicenter, Ltd. ", 1838 GREENE TREE RD STE 370, BALTIMORE,Maryland, United States     ,(443) 379-4684,https://www.facial-plasticsurgery.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Esterson Dermatology , 1838 GREENE TREE RD STE 340, BALTIMORE,Maryland, United States     ,(410) 602-3376,http://estersondermatology.com/,"Gentle Pro ™  Series, CO2RE ®"
LifeMed Institute , 15 W AYLESBURY RD STE 600, TIMONIUM,MARYLAND, United States     ,(410) 575-1200,https://lifemedinstitute.com,Gentle Pro ™  Series
Ideal Image , 7556 TEAGUE RD STE 112, HANOVER,Maryland, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
FEMI-CARE SURGERY CTR. , 66 PAINTERS MILL RD STE 106, OWINGS MILLS,Maryland, United States     ,(443) 394-0520,,
Anumee Aesthetics , 5018 DORSEY HALL DR, ELLICOTT CITY,MARYLAND, United States     ,(410) 491-3792,,
One World Health , 5500 KNOLL NORTH DR, COLUMBIA,MARYLAND, United States     ,,,
Comprehensive Laser & Aesthetics , 10420 LITTLE PATUXENT PKWY, COLUMBIA,MARYLAND, United States     ,(410) 855-5821,https://comprehensivelaser.com/,"Nordlys ™ , Exceed ™ , PicoWay ® , Gentle Pro ™  Series, CO2RE ®"
Family Health & Beauty Center , 10632 LITTLE PATUXENT PKWY STE 111, COLUMBIA,Maryland, United States     ,(410) 997-9751,http://familyhealthbeauty.com/,Gentle Pro ™  Series
Dr. G Medi Spa , 11089 RESORT RD STE 206, ELLICOTT CITY,Maryland, United States     ,(301) 490-6411,https://drglasermedspa.com/,Gentle Pro ™  Series
Kimbrough Ambulatory Care Center - Fort Meade , 2480 LLEWELLYN AVE STE 5800, FORT MEADE,Maryland, United States     ,(301) 677-8671,https://mail.mil,Gentle Pro ™  Series
Columbia Dermatology Center , 10910 LITTLE PATUXENT PKWY STE 205R, COLUMBIA,Maryland, United States     ,(410) 772-0707,https://Business website columbiadermatology.com,Gentle Pro ™  Series
Laser Center of Maryland , 484 RITCHIE HWY STE A, SEVERNA PARK,Maryland, United States     ,(410) 544-4600,https://www.lasercentermd.com,Gentle Pro ™  Series
"Maryland Laser, Skin, & Vein Institute, LLC (Premiere Aesthetic Solutions) ", 54 SCOTT ADAM RD STE 301, HUNT VALLEY,Maryland, United States     ,(410) 666-3960,https://www.mdlsv.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Natural Beauty Spot , 6629 SCHAEFER RD, DEARBORN,Michigan, United States     ,(313) 550-4407,,
Dr. Reichouni , 5452 SCHAEFER RD, DEARBORN,Michigan, United States     ,,,
"Zara Cosmetics, LLC ", 7249 CHASE RD, DEARBORN,Michigan, United States     ,(313) 908-4480,http://www.zaralaserskin.net/,Gentle Pro ™  Series
Zeiva Professional Center , 5939 CHASE RD, DEARBORN,Michigan, United States     ,(313) 702-0414,,
Aesthetic Theory MedSpa , 15300 KERCHEVAL AVE, GROSSE POINTE PARK,Michigan, United States     ,(313) 492-3787,,
University Physicians Group , 18100 OAKWOOD BLVD STE 300, DEARBORN,Michigan, United States     ,(877) 978-3627,,
DR. Shauna Diggs , 131 KERCHEVAL AVE STE A2, GROSSE POINTE FARMS,Michigan, United States     ,(313) 882-5777,http://drshaunadiggs.com/,Gentle Pro ™  Series
House of Drip & Wellness , 932 MASON ST, DEARBORN,MICHIGAN, United States     ,3139711099,,
Fadi's Hair Studio , 22036 FORD RD DEARBORN HEIGHTS, DEARBORN HEIGHTS,MICHIGAN, United States     ,(313) 978-7760,,
"Alhadidi, Mahmoud M.D. ", 27550 Hoover Road, Warren,Michigan, United States     ,(248) 299-0361,,
Ideal Image , 3165 FAIRLANE DR, ALLEN PARK,Michigan, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Fusion Medical Spa , 6970 N TELEGRAPH RD, DEARBORN HEIGHTS,MICHIGAN, United States     ,(313) 582-0808,http://fusionspausa.com,Gentle Pro ™  Series
Beauty By Miranda Leigh , 28145 JOHN R RD, MADISON HEIGHTS,MICHIGAN, United States     ,(248) 633-6026,,
American Laser Plus , 24619 FORD RD, Dearborn,Michigan, United States     ,(313) 926-7596,https://americanlaserplus.com/,Gentle Pro ™  Series
Right Choice Laser , 24702 W WARREN ST, DEARBORN HEIGHTS,Michigan, United States     ,,,
Safiah Laser , 2026 N BEECH DALY RD, DEARBORN HEIGHTS,Michigan, United States     ,(313) 704-6637,,
Advanced Dermatology & Cosmetic Surgery , 26411 SOUTHFIELD RD, LATHRUP VILLAGE,Michigan, United States     ,(407) 875-2080,https://icloud.com,Gentle Pro ™  Series
Medivee , 28035 SOUTHFIELD RD STE 100, LATHRUP VILLAGE,Michigan, United States     ,(313) 681-6600,,
Edn Skin , 34568 DEQUINDRE RD, STERLING HEIGHTS,MICHIGAN, United States     ,,,
Pure Image Laser , 34568 DEQUINDRE RD, STERLING HEIGHTS,Michigan, United States     ,(586) 883-9333,https://www.pureimagelaser.com,Gentle Pro ™  Series
Advanced Cosmetic Center , 34568 DEQUINDRE RD, STERLING HEIGHTS,Michigan, United States     ,586-264-2244,http://1dealstop.info/ac,Gentle Pro ™  Series
George Afram MD PC , 29275 HARPER AVE, SAINT CLAIR SHORES,Michigan, United States     ,(586) 779-6630,http://www.stjohnprovidence.org/Physicians/Details.aspx?sid=1&physician=1855,Gentle Pro ™  Series
Trinity Medical Center , 34764 DEQUINDRE RD, STERLING HEIGHTS,MICHIGAN, United States     ,(586) 275-0065,,
Vanessa Hana , 34750 VAN DYKE AVE, STERLING HEIGHTS,MICHIGAN, United States     ,(586) 843-6968,,
Mariya Madej LLC , 2891 E MAPLE RD STE 202, TROY,Michigan, United States     ,(586) 985-9076,,
2G , 35200 DEQUINDRE RD STE 600, STERLING HEIGHTS,MICHIGAN, United States     ,,,
Defining Beauty , 35624 DEQUINDRE RD, STERLING HEIGHTS,Michigan, United States     ,(586) 563-9947,,
Skin Diva LLC , 13315 15 MILE RD, STERLING HEIGHTS,MICHIGAN, United States     ,(586) 718-0305,,
Plush Laser , 33423 WOODWARD AVE, BIRMINGHAM,Michigan, United States     ,(248) 710-8335,,
Reve Spa LLC , 1890 CROOKS RD, TROY,MICHIGAN, United States     ,(586) 709-0465,,
Somerset Skin Centre , 255 KIRTS BLVD STE 100, TROY,Michigan, United States     ,(248) 244-8448,https://somersetskincentre.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
Skin Works , 2999 E BIG BEAVER RD UNT C, TROY,Michigan, United States     ,(248) 933-9876,,
Trinity Medical Center , 37522 DEQUINDRE RD, STERLING HEIGHTS,Michigan, United States     ,(586) 275-0065,,
"Center for Cosmetic Dermatology, P.C. ", 800 S ADAMS RD, BIRMINGHAM,Michigan, United States     ,(248) 593-6236,https://www.birminghamccd.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
SINAI-GRACE HOSPITAL , 27211 Lahser Road Suite 203, Berkley,Michigan, United States     ,,,
Gillette Children's Specialty Healthcare , 640 JACKSON ST, Saint Paul,Minnesota, United States     ,(651) 291-2848,https://gillettechildrens.com,Gentle Pro ™  Series
Dermatology Consultants , 1215 TOWN CENTRE DR STE 200, Eagan,Minnesota, United States     ,(651) 251-3300,http://www.dermatologyconsultants.com,Gentle Pro ™  Series
Tareen Dermatology , 2945 HAZELWOOD ST STE 230, MAPLEWOOD,Minnesota, United States     ,(651) 633-6883,https://www.tareendermatology.com,Gentle Pro ™  Series
Tareen Dermatology , 2720 FAIRVIEW AVE N STE 200, ROSEVILLE,Minnesota, United States     ,(651) 633-6883,https://www.tareendermatology.com,"CO2RE ® , Gentle Pro ™  Series"
Dermatology Consultants , 3555 WILLOW LAKE BLVD STE 240, VADNAIS HEIGHTS,Minnesota, United States     ,(651) 251-3300,http://www.dermatologyconsultants.com,Gentle Pro ™  Series
Fairview Health Services , 2414 S 7TH ST, Minneapolis,Minnesota, United States     ,(612) 672-6000,,
Aesthetic Laser Rentals , 407 14TH AVE SE, MINNEAPOLIS,MINNESOTA, United States     ,(440) 318-4139,,
Ideal Image , 779 BIELENBERG DR STE 105, WOODBURY,Minnesota, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Premier Laser Spa of Minneapolis ," 8664 Tamarack VillageSuite 204", Woodbury,Minnesota, United States     ,(585) 259-3999,,
"Glow Yourself, LLC ", 9100 HUDSON RD STE 100, SAINT PAUL,MINNESOTA, United States     ,,,
Mill City Laser , 201 6TH ST SE STE 100, MINNEAPOLIS,Minnesota, United States     ,(612) 900-0204,https://www.millcitylaser.com/,Gentle Pro ™  Series
Mill City Laser , 322 E HENNEPIN AVE, MINNEAPOLIS,MINNESOTA, United States     ,(612) 900-0204,https://www.millcitylaser.com/,Gentle Pro ™  Series
Tareen Dermatology , 1185 TOWN CENTRE DR STE 101, EAGAN,MINNESOTA, United States     ,(651) 633-6883,https://www.tareendermatology.com,Gentle Pro ™  Series
"PRO SKIN, LLC ", 1101 E 78TH ST STE 318, BLOOMINGTON,Minnesota, United States     ,(952) 426-1421,https://www.myproskin.com,Gentle Pro ™  Series
Inner Swan Aesthetics , 11200 STILLWATER BLVD N STE 101, LAKE ELMO,MINNESOTA, United States     ,(651) 295-7695,,
Renew MedSpa , 2121 CLIFF DR, SAINT PAUL,Minnesota, United States     ,(952) 212-1268,https://www.renewmedspamn.com,"Exceed ™ , Gentle Pro ™  Series"
Ideal Image , 7527 FRANCE AVE S, EDINA,Minnesota, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Luxury Laser MedSpa , 4444 W 76TH ST STE 200, EDINA,Minnesota, United States     ,(952) 681-2167,http://www.mnluxurylaser.com/,"PicoWay ® , Gentle Pro ™  Series, VelaShape ®"
"Dermatology Associates,  LLC - Sabra Sullivan, MD, PhD, FAAD ", 501 MARSHALL ST STE 606, JACKSON,Mississippi, United States     ,(601) 355-8555,http://www.sabrasullivan.com,"Gentle Pro ™  Series, CO2RE ® , PicoWay ® , Vbeam ®  Perfecta"
The Clinic of Plastic Surgery , 1421 North State St. suite 504, Jackson,Mississippi, United States     ,(601) 969-9050,http://www.theclinicofms.com,Gentle Pro ™  Series
UNIV. OF MISSISSIPPI MED CTR , 2500 N STATE ST, JACKSON,Mississippi, United States     ,,,
Magnolia Dermatology: Jackson Clinic , 1659 LELIA DR, JACKSON,Mississippi, United States     ,(601) 981-3033,https://blackledgefacecenter.com,Gentle Pro ™  Series
Das Plastic Surgery Center , 2629 Courthouse Circle, Flowood,Mississippi, United States     ,(601) 362-0611,http://dasplasticsurgery.com/,Gentle Pro ™  Series
"BELLE MEADE MEDICAL, LLC ", 108 BELLE MEADE PT, FLOWOOD,Mississippi, United States     ,(601) 992-7002,http://www.bellemeademedical.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
University of Mississippi Medical Center , 201 NORTHLAKE AVE STE 211, RIDGELAND,MISSISSIPPI, United States     ,(601) 853-6333,http://www.thefaceandskincenter.com,"Gentle Pro ™  Series, Vbeam ®  Prima, Vbeam ®  Perfecta"
New Seasons Spa & Salon LLC , 1 RONNIES PLZ, SAINT LOUIS,Missouri, United States     ,(314) 842-6500,http://newseasonsspa.com/,Gentle Pro ™  Series
L. Mike Nayak , 607 S LINDBERGH BLVD, SAINT LOUIS,Missouri, United States     ,(314) 991-5438,https://nayak.net,Gentle Pro ™  Series
Ideal Image , 10413 OLIVE BLVD, SAINT LOUIS,Missouri, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Ideal Image , 3828 S LINDBERGH BLVD STE 101, SAINT LOUIS,Missouri, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
"Musick Dermatology & Advanced Clinical Spa, LLC. ", 4948 BENCHMARK CENTRE DR, Swansea,Illinois, United States     ,(618) 628-2588,http://www.musickdermatology.com/,"Gentle Pro ™  Series, CO2RE ®"
"Musick Dermatology & Advanced Clinical Spa, LLC. ", 4932 BENCHMARK CENTRE DR, SWANSEA,Illinois, United States     ,(618) 628-2588,http://www.musickdermatology.com/,Gentle Pro ™  Series
Metropolitan Cosmetic Laser Center , 12670 LAMPLIGHTER SQUARE SHPG CTR, SAINT LOUIS,Missouri, United States     ,(314) 842-5600,http://www.noshave.com/,Gentle Pro ™  Series
L. Mike Nayak , 1070 N BALLAS RD, SAINT LOUIS,MISSOURI, United States     ,(314) 991-5438,https://nayak.net,Gentle Pro ™  Series
Premier Dermatology ," 456 N. New Ballas Rd,Suite 118", Saint Louis,Missouri, United States     ,(314) 567-1400,,
SLUCare Dermatology , 2315 DOUGHERTY FERRY RD STE 200C, SAINT LOUIS,MISSOURI, United States     ,(314) 256-3430,https://slu.edu,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Light-RX , 12519 A Olive Blvd., Saint Louis,Missouri, United States     ,(248) 756-3498,,
MidAmerica Plastic Surgery , 4955 S STATE ROUTE 159 STE 1, GLEN CARBON,Illinois, United States     ,(618) 288-7855,https://midamericaplasticsurgery.com,Gentle Pro ™  Series
Schaberg Dermatology , 4949 AUTUMN OAKS DR, MARYVILLE,Illinois, United States     ,(618) 288-9450,http://www.schabergdermatology.com/,"CO2RE ® , Vbeam ®  Perfecta, Gentle Pro ™  Series"
Schaberg Dermatology , 4804 S STATE ROUTE 159, GLEN CARBON,Illinois, United States     ,(618) 288-9450,http://www.schabergdermatology.com/,Gentle Pro ™  Series
High Desert Dermatology , 509 Hammill Lane, RENO,Nevada, United States     ,(775) 332-0300,http://www.hddreno.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
McCormack Plastic Surgery , 5530 KIETZKE LN, Reno,Nevada, United States     ,(775) 284-2020,https://www.plasticsurgeryrenotahoe.com,Gentle Pro ™  Series
Reno Sparks MedSpa , 55 FOOTHILL RD STE 1, RENO,Nevada, United States     ,(775) 473-0011,http://renosparksmedspa.com/,"Vbeam ®  Perfecta, CO2RE ® , Gentle Pro ™  Series"
Sierra Skin Institute , 10479 DOUBLE R BLVD, RENO,Nevada, United States     ,(775) 850-8600,http://www.sierraskininstitute.com,Gentle Pro ™  Series
Ideal Image , 6629 S VIRGINIA ST STE C, RENO,Nevada, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
"Midwest Dermatology Clinic, PC ", 4242 FARNAM ST STE 360, Omaha,Nebraska, United States     ,(402) 552-2568,,
VA Nebraska-Western Iowa Health Care System , 4101 WOOLWORTH AVE, OMAHA,Nebraska, United States     ,(402) 995-3604,https://altumaerospace.com,"Vbeam ®  Perfecta, CO2RE ® , Gentle Pro ™  Series"
Ideal Image , 10377 PACIFIC ST, OMAHA,Nebraska, United States     ,(860) 248-0065,https://www.idealimage.com,Gentle Pro ™  Series
Offutt Air Force Base , 2501 CAPEHART RD, OFFUTT AFB,Nebraska, United States     ,(402) 232-5650,https://mail.mil,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
"Midwest Dermatology Clinic, PC ", 1413 S WASHINGTON ST STE 240, PAPILLION,Nebraska, United States     ,(402) 552-2568,,
Schlessinger MD , 2802 OAK VIEW DR, OMAHA,Nebraska, United States     ,(402) 334-7546,https://www.SchlessingerMD.com,"VelaShape ® , Gentle Pro ™  Series"
PHYSICIAN'S CLINIC HEALTHWEST ," 515 North 162nd Avenue, Suite 302", Omaha,Nebraska, United States     ,(402) 354-0621,,
Nebraska Medical Center , 17405 BURKE ST, OMAHA,NEBRASKA, United States     ,(402) 596-4000,http://surgeryvp.com/,"Frax Pro ® , Vbeam ®  Perfecta, Gentle Pro ™  Series, CO2RE ® , PicoWay ®"
Nebraska Medical Center , 17617 BURKE ST, OMAHA,Nebraska, United States     ,(402) 596-4000,http://surgeryvp.com/,Gentle Pro ™  Series
AP Derm , 87 MCGREGOR ST, MANCHESTER New,Hampshire, United States     ,(781) 762-5858,https://www.dermatology-pc.com,"Frax Pro ® , Gentle Pro ™  Series, Vbeam ®  Perfecta"
CATHOLIC MEDICAL CENTER , C/O Medical Group Of Manchester 775 South Main Street, Manchester New,Hampshire, United States     ,(603) 663-7323,,
Robert S Feins MD , 144 Tarrytown Road, Londonderry New,Hampshire, United States     ,(603) 466-8406,https://www.drfeins.net,Gentle Pro ™  Series
Bedford Women's Care Associates , 160 S RIVER RD, Bedford New,Hampshire, United States     ,(603) 647-0494,http://www.bedfordwomenscare.com/,Gentle Pro ™  Series
"Optima Dermatology Partners, LLC ", 176 S RIVER RD, BEDFORD NEW,HAMPSHIRE, United States     ,(330) 965-8760,http://www.advancedderm.net/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
DERRY MEDICAL CENTER PROFESSIONAL ASSOCIATES ," 6 Tsienneto Rd, suite 100", Derry New,Hampshire, United States     ,,,
"Joseph D. Alkon, M.D., P.C. ", 100 WALNUT AVE, CLARK NEW,JERSEY, United States     ,908-583-5630,http://www.plastic-surgery-nj.com/,Gentle Pro ™  Series
